,VFID,strain,VF_Name,cate,pro_Name
VFG003988(gb|NP_460561),VF0947,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,TTSS-2 secreted effectors,Effector delivery system,sifB
VFG003997(gb|NP_461706),VF0947,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,TTSS-2 secreted effectors,Effector delivery system,pipB2
VFG004006(gb|NP_461519),VF0947,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,TTSS-2 secreted effectors,Effector delivery system,gogB
VFG004016(gb|NP_463026),VF0947,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,TTSS-2 secreted effectors,Effector delivery system,sseK1
VFG004125(gb|NP_460113),VF0103,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Agf,Adherence,csgD
VFG020318(gb|WP_001529135),VF0407,Salmonella enterica subsp. enterica serovar Typhi str. CT18,Typhoid toxin,Exotoxin,cdtB
VFG020322(gb|WP_001766395),VF0407,Salmonella enterica subsp. enterica serovar Typhi str. CT18,Typhoid toxin,Exotoxin,pltA
VFG020326(gb|WP_000281950),VF0407,Salmonella enterica subsp. enterica serovar Typhi str. CT18,Typhoid toxin,Exotoxin,pltB
VFG041090(gb|NP_459263),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0266
VFG041091(gb|NP_459264),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0267
VFG041092(gb|NP_459265),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0268
VFG041093(gb|NP_459266),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0269
VFG041094(gb|NP_459267),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0270
VFG041095(gb|NP_459268),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0271
VFG041096(gb|NP_459269),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0272
VFG041097(gb|NP_459270),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0273
VFG041098(gb|NP_459271),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0274
VFG041099(gb|NP_459273),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0275
VFG041100(gb|NP_459274),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0276
VFG041101(gb|NP_459275),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,tae4
VFG041102(gb|NP_459276),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0278
VFG041103(gb|NP_459277),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0279
VFG041104(gb|NP_459278),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0280
VFG041105(gb|NP_459279),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0281
VFG041106(gb|NP_459280),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0282
VFG041107(gb|NP_459281),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0283
VFG041108(gb|NP_459282),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0284
VFG041109(gb|NP_459283),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0285
VFG041110(gb|NP_459284),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0286
VFG041111(gb|NP_459285),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0287
VFG041112(gb|NP_459286),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,tlde1
VFG041113(gb|NP_459287),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0289
VFG041114(gb|NP_459288),VF0974,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,SCI (Salmonella centrisome island),Effector delivery system,STM0290
VFG042066(gb|NP_460656),VF0947,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,TTSS-2 secreted effectors,Effector delivery system,steC
VFG042067(gb|NP_460542),VF0949,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,TTSS-1 secreted effectors,Effector delivery system,steA
VFG042068(gb|NP_459947),VF0947,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,TTSS-2 secreted effectors,Effector delivery system,sopD2
VFG042214(gb|NP_448047),VF0949,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,TTSS-1 secreted effectors,Effector delivery system,steB
VFG042216(gb|AAD40326),VF0948,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028s,TTSS effectors secreted via both systems,Effector delivery system,sspH1
VFG050219(gb|NP_460375),VF0321,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,TTSS (SPI-2 encode),Effector delivery system,ssaX
VFG000615(gb|NP_709454),VF0123,Shigella flexneri 2a str. 301,Aerobactin,Nutritional/Metabolic factor,iucA
VFG000616(gb|NP_709455),VF0123,Shigella flexneri 2a str. 301,Aerobactin,Nutritional/Metabolic factor,iucB
VFG000617(gb|NP_709456),VF0123,Shigella flexneri 2a str. 301,Aerobactin,Nutritional/Metabolic factor,iucC
VFG000618(gb|NP_709457),VF0123,Shigella flexneri 2a str. 301,Aerobactin,Nutritional/Metabolic factor,iucD
VFG000619(gb|NP_709458),VF0123,Shigella flexneri 2a str. 301,Aerobactin,Nutritional/Metabolic factor,iutA
VFG000630(gb|NP_708742),VF0119,Shigella flexneri 2a str. 301,SigA,Exoenzyme,sigA
VFG000635(gb|NP_708747),VF0120,Shigella flexneri 2a str. 301,Pic,Exoenzyme,pic
VFG000636(gb|AAW31739),VF0125,Shigella flexneri 2a str. 301,ShET1,Exotoxin,set1B
VFG000637(gb|AAW31740),VF0125,Shigella flexneri 2a str. 301,ShET1,Exotoxin,set1A
VFG000667(gb|NP_858315),VF0121,Shigella flexneri 2a str. 301,IcsA (VirG),Motility,icsA/virG
VFG000669(gb|NP_706257),VF0124,Shigella flexneri 2a str. 301,LPS,Immune modulation,gtrA
VFG000670(gb|NP_706258),VF0124,Shigella flexneri 2a str. 301,LPS,Immune modulation,gtrB
VFG000671(gb|NP_706259),VF0124,Shigella flexneri 2a str. 301,LPS,Immune modulation,gtr
VFG000984(gb|NP_858258),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipaA
VFG000985(gb|NP_858259),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,ipaD
VFG000986(gb|NP_858260),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,ipaC
VFG000987(gb|NP_858261),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,ipaB
VFG000988(gb|NP_858262),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,ipgC
VFG000989(gb|NP_858263),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipgB1
VFG000990(gb|NP_858264),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,ipgA
VFG000991(gb|NP_858265),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,icsB
VFG000992(gb|NP_858266),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipgD
VFG000993(gb|NP_858267),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,ipgE
VFG000994(gb|NP_858268),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,ipgF
VFG000995(gb|NP_858269),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,mxiG
VFG000996(gb|NP_858270),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,mxiH
VFG000997(gb|NP_858271),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,mxiI
VFG000998(gb|NP_858272),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,mxiJ
VFG000999(gb|NP_858273),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,mxiK
VFG001000(gb|NP_858274),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,mxiN
VFG001001(gb|NP_858275),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,mxiL
VFG001002(gb|NP_858276),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,mxiM
VFG001003(gb|NP_858277),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,mxiE
VFG001004(gb|NP_858278),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,mxiD
VFG001005(gb|NP_858279),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,mxiC
VFG001006(gb|NP_858280),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,mxiA
VFG001007(gb|NP_858281),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,spa15
VFG001008(gb|NP_858282),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,spa47
VFG001009(gb|NP_858283),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,spa13
VFG001010(gb|NP_858284),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,spa32
VFG001011(gb|NP_858285),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,spa33
VFG001012(gb|NP_858286),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,spa24
VFG001013(gb|NP_858287),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,spa9
VFG001014(gb|NP_858288),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,spa29
VFG001015(gb|NP_858289),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,spa40
VFG001016(gb|NP_858314),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,virA
VFG001017(gb|NP_858404),VF0122,Shigella flexneri 2a str. 301,IcsP (SopA),Exoenzyme,icsP/sopA
VFG001827(gb|WP_001020414),VF0258,Shigella boydii Sb227,ShET2,Exotoxin,senB
VFG001828(gb|WP_000691354),VF0117,Shigella dysenteriae Sd197,Shiga toxin,Exotoxin,stxA
VFG001829(gb|WP_000752026),VF0117,Shigella dysenteriae Sd197,Shiga toxin,Exotoxin,stxB
VFG002041(gb|NP_858211),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipaH7.8
VFG002042(gb|NP_858359),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipaH9.8
VFG002043(gb|NP_858360),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospG
VFG002046(gb|WP_000135089),VF0333,Shigella dysenteriae Sd197,T2SS,Effector delivery system,gspC
VFG002047(gb|WP_000498818),VF0333,Shigella dysenteriae Sd197,T2SS,Effector delivery system,gspD
VFG002048(gb|WP_000249362),VF0333,Shigella dysenteriae Sd197,T2SS,Effector delivery system,gspE
VFG002049(gb|WP_001173470),VF0333,Shigella dysenteriae Sd197,T2SS,Effector delivery system,gspF
VFG002050(gb|WP_001087302),VF0333,Shigella dysenteriae Sd197,T2SS,Effector delivery system,gspG
VFG002051(gb|WP_001115126),VF0333,Shigella dysenteriae Sd197,T2SS,Effector delivery system,gspH
VFG002052(gb|WP_000820136),VF0333,Shigella dysenteriae Sd197,T2SS,Effector delivery system,gspI
VFG002053(gb|WP_001250462),VF0333,Shigella dysenteriae Sd197,T2SS,Effector delivery system,gspJ
VFG002054(gb|WP_000633233),VF0333,Shigella dysenteriae Sd197,T2SS,Effector delivery system,gspK
VFG002055(gb|WP_000097229),VF0333,Shigella dysenteriae Sd197,T2SS,Effector delivery system,gspL
VFG002056,VF0333,Shigella dysenteriae Sd197,T2SS,Effector delivery system,VF0333
VFG012636(gb|NP_858256),VF0118,Shigella flexneri 2a str. 301,TTSS,Effector delivery system,virB
VFG012760(gb|NP_858157),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipgB2
VFG012773(gb|NP_858196),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospC2
VFG012778(gb|NP_858248),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospC3
VFG012783(gb|NP_858138),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospC4
VFG012788(gb|NP_858155),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospD1
VFG012793(gb|NP_858142),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospD2
VFG012802(gb|NP_858136),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospB
VFG012807(gb|NP_858227),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospC1
VFG012812(gb|NP_858143),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospF
VFG012817(gb|NP_858226),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospD3/senA
VFG012822(gb|YP_001449237),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospE1
VFG012825(gb|YP_001449236),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospE2
VFG012833(gb|NP_858398),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipaH1.4
VFG012838(gb|NP_858187),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipaH2.5
VFG012841(gb|NP_858212),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipaH4.5
VFG012861(gb|NP_706650),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipaH0722
VFG012863(gb|NP_707279),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipaH
VFG012864(gb|NP_707728),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipaH
VFG012865,VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,VF0978
VFG012867(gb|NP_708400),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipaH
VFG013063(gb|WP_001017208),VF0256,Shigella dysenteriae Sd197,Shu,Nutritional/Metabolic factor,shuS
VFG013064(gb|WP_000089574),VF0256,Shigella dysenteriae Sd197,Shu,Nutritional/Metabolic factor,shuA
VFG013065(gb|WP_024259428),VF0256,Shigella dysenteriae Sd197,Shu,Nutritional/Metabolic factor,shuT
VFG013066,VF0256,Shigella dysenteriae Sd197,Shu,Nutritional/Metabolic factor,VF0256
VFG013067(gb|WP_000020038),VF0256,Shigella dysenteriae Sd197,Shu,Nutritional/Metabolic factor,shuX
VFG013068(gb|WP_000189360),VF0256,Shigella dysenteriae Sd197,Shu,Nutritional/Metabolic factor,shuY
VFG013069(gb|WP_005019013),VF0256,Shigella dysenteriae Sd197,Shu,Nutritional/Metabolic factor,shuU
VFG013070(gb|WP_001626196),VF0256,Shigella dysenteriae Sd197,Shu,Nutritional/Metabolic factor,shuV
VFG041905(gb|NP_858255),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ipaJ
VFG042215(gb|WP_000625263),VF0978,Shigella boydii CDC 3083-94,TTSS secreted effectors,Effector delivery system,ospZ
VFG042325(gb|NP_858342),VF0978,Shigella flexneri 2a str. 301,TTSS secreted effectors,Effector delivery system,ospI
VFG049898(gb|WP_001284199),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,hcp1/tssD1
VFG049899(gb|WP_001087735),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,tssA
VFG049900,VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,VF0579
VFG049902(gb|WP_011310140),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,tssM
VFG049903(gb|WP_001240533),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,tssA
VFG049904,VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,VF0579
VFG049905(gb|WP_000343289),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,tssL
VFG049906,VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,VF0579
VFG049908(gb|WP_001080148),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,tssJ
VFG049909(gb|WP_001113715),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,fha
VFG049910(gb|WP_000348788),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,tssG
VFG049911(gb|WP_000393837),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,tssF
VFG049912,VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,VF0579
VFG049914(gb|WP_000037389),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,tssB
VFG049915(gb|WP_001142968),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,hcp2/tssD2
VFG049916(gb|WP_000103365),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,vgrG/tssI
VFG049917(gb|WP_000508696),VF0579,Shigella sonnei Ss046,T6SS,Effector delivery system,rhs/PAAR
VFG001273(gb|WP_000594519),VF0011,Staphylococcus aureus subsp. aureus MW2,<gamma>-hemolysin,Exotoxin,hlgA
VFG001274(gb|WP_000916704),VF0011,Staphylococcus aureus subsp. aureus MW2,<gamma>-hemolysin,Exotoxin,hlgC
VFG001275(gb|WP_000783428),VF0011,Staphylococcus aureus subsp. aureus MW2,<gamma>-hemolysin,Exotoxin,hlgB
VFG001276(gb|WP_024937002),VF0018,Staphylococcus aureus subsp. aureus MW2,PVL,Exotoxin,lukF-PV
VFG001277(gb|WP_000239545),VF0018,Staphylococcus aureus subsp. aureus MW2,PVL,Exotoxin,lukS-PV
VFG001278(gb|WP_000069296),VF0008,Staphylococcus aureus subsp. aureus MW2,EbpS,Adherence,ebp
VFG001279(gb|WP_001060526),VF0019,Staphylococcus aureus subsp. aureus MW2,SDr,Adherence,sdrC
VFG001280(gb|WP_000934435),VF0019,Staphylococcus aureus subsp. aureus MW2,SDr,Adherence,sdrD
VFG001281(gb|WP_000610231),VF0019,Staphylococcus aureus subsp. aureus MW2,SDr,Adherence,sdrE
VFG001282(gb|WP_000841389),VF0010,Staphylococcus aureus subsp. aureus MW2,FnBPs,Adherence,fnbB
VFG001283(gb|WP_000794648),VF0010,Staphylococcus aureus subsp. aureus MW2,FnBPs,Adherence,fnbA
VFG001284(gb|WP_000653261),VF0014,Staphylococcus aureus subsp. aureus MW2,Intercellular adhesion proteins,Biofilm,icaR
VFG001285(gb|WP_001159427),VF0014,Staphylococcus aureus subsp. aureus MW2,Intercellular adhesion proteins,Biofilm,icaA
VFG001286(gb|WP_000240580),VF0014,Staphylococcus aureus subsp. aureus MW2,Intercellular adhesion proteins,Biofilm,icaD
VFG001287(gb|WP_000877317),VF0014,Staphylococcus aureus subsp. aureus MW2,Intercellular adhesion proteins,Biofilm,icaB
VFG001288(gb|WP_000723836),VF0014,Staphylococcus aureus subsp. aureus MW2,Intercellular adhesion proteins,Biofilm,icaC
VFG001289(gb|WP_001056172),VF0004,Staphylococcus aureus subsp. aureus MW2,Clumping factor,Adherence,clfA
VFG001290(gb|WP_000745817),VF0004,Staphylococcus aureus subsp. aureus MW2,Clumping factor,Adherence,clfB
VFG001291(gb|WP_001039417),VF0005,Staphylococcus aureus subsp. aureus MW2,CNA,Adherence,cna
VFG001292(gb|WP_001823225),VF0007,Staphylococcus aureus subsp. aureus MW2,<delta>-hemolysin,Exotoxin,hld
VFG001293(gb|WP_000857485),VF0001,Staphylococcus aureus subsp. aureus MW2,<alpha>-hemolysin,Exotoxin,hly/hla
VFG001294(gb|WP_000284457),VF0006,Staphylococcus aureus subsp. aureus MW2,Staphopain,Exoenzyme,sspC
VFG001295(gb|WP_001089097),VF0006,Staphylococcus aureus subsp. aureus MW2,Staphopain,Exoenzyme,sspB
VFG001296(gb|WP_000676533),VF0023,Staphylococcus aureus subsp. aureus MW2,V8 protease,Exoenzyme,sspA
VFG001297,VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,VF0003
VFG001298(gb|WP_000037328),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8B
VFG001299(gb|WP_000565297),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8C
VFG001300(gb|WP_000940793),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8D
VFG001301(gb|WP_000459062),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8E
VFG001302(gb|WP_001028293),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8F
VFG001303(gb|WP_000413169),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8G
VFG001304(gb|WP_001216935),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8H
VFG001305(gb|WP_001034053),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8I
VFG001306(gb|WP_000636149),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8J
VFG001307(gb|WP_001238807),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8K
VFG001308(gb|WP_001291010),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8L
VFG001309(gb|WP_000825101),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8M
VFG001310(gb|WP_001230668),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,capN
VFG001311(gb|WP_000779494),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8O
VFG001312(gb|WP_000723452),VF0003,Staphylococcus aureus subsp. aureus MW2,Capsule,Immune modulation,cap8P
VFG001313(gb|WP_000728751),VF0017,Staphylococcus aureus subsp. aureus MW2,SpA,Exotoxin,spa
VFG001314(gb|WP_001225025),VF0024,Staphylococcus aureus subsp. aureus MW2,Aureolysin,Exoenzyme,aur
VFG001315(gb|WP_000222233),VF0013,Staphylococcus aureus subsp. aureus MW2,Hyaluronate lyase,Exoenzyme,hysA
VFG001316(gb|WP_000943814),VF0012,Staphylococcus aureus subsp. aureus MW2,Lipase,Exoenzyme,geh
VFG001317(gb|WP_001041586),VF0015,Staphylococcus aureus subsp. aureus str. Newman,Isd,Nutritional/Metabolic factor,isdB
VFG001318(gb|WP_000160859),VF0015,Staphylococcus aureus subsp. aureus str. Newman,Isd,Nutritional/Metabolic factor,isdA
VFG001319(gb|WP_000789821),VF0015,Staphylococcus aureus subsp. aureus str. Newman,Isd,Nutritional/Metabolic factor,isdC
VFG001321(gb|WP_001220199),VF0015,Staphylococcus aureus subsp. aureus str. Newman,Isd,Nutritional/Metabolic factor,isdE
VFG001324(gb|WP_000670950),VF0015,Staphylococcus aureus subsp. aureus str. Newman,Isd,Nutritional/Metabolic factor,isdG
VFG001325(gb|WP_000750412),VF0020,Staphylococcus aureus subsp. aureus MW2,SE,Exotoxin,sea
VFG001326(gb|WP_001033320),VF0020,Staphylococcus aureus subsp. aureus MW2,SE,Exotoxin,selq
VFG001327(gb|WP_000733771),VF0020,Staphylococcus aureus subsp. aureus MW2,SE,Exotoxin,selk
VFG001328(gb|WP_000920039),VF0021,Staphylococcus aureus subsp. aureus MW2,Staphylokinase,Exoenzyme,sak
VFG001800(gb|AAA17490),VF0009,Staphylococcus aureus ZM,Exfoliative toxin,Exoenzyme,eta
VFG001801(gb|AAA26628),VF0009,Staphylococcus aureus,Exfoliative toxin,Exoenzyme,etb
VFG001802(gb|AAA88550),VF0020,Staphylococcus aureus S6,SE,Exotoxin,seb
VFG001803(gb|WP_000608674),VF0020,Staphylococcus aureus subsp. aureus MW2,SE,Exotoxin,seh
VFG001809(gb|WP_001035599),VF0022,Staphylococcus aureus subsp. aureus N315,TSST-1,Exotoxin,tsst-1
VFG002404(gb|WP_000928935),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,essA
VFG002405(gb|WP_001240826),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esxA
VFG002406(gb|WP_000728972),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaA
VFG002407(gb|WP_001071606),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaB
VFG002408(gb|WP_000240338),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,essB
VFG002409(gb|WP_000549274),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,essC
VFG002410(gb|WP_001010291),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esxC
VFG002411(gb|WP_000509667),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esxB
VFG002418(gb|WP_000791729),VF0420,Staphylococcus aureus subsp. aureus str. Newman,VWbp,Exoenzyme,vWbp
VFG002419(gb|WP_000744066),VF0421,Staphylococcus aureus subsp. aureus MW2,Staphylocoagulase,Exoenzyme,coa
VFG002420(gb|WP_000645781),VF0422,Staphylococcus aureus subsp. aureus MW2,AdsA,Immune modulation,adsA
VFG002421(gb|WP_000792571),VF0423,Staphylococcus aureus subsp. aureus MW2,Sbi,Immune modulation,sbi
VFG002422(gb|WP_000727649),VF0424,Staphylococcus aureus subsp. aureus str. Newman,CHIPS,Immune modulation,chp
VFG004566(gb|WP_001793419),VF0016,Staphylococcus aureus subsp. aureus MW2,Eap/Map,Adherence,eap/map
VFG004773(gb|WP_000842036),VF0012,Staphylococcus aureus subsp. aureus MW2,Lipase,Exoenzyme,lip
VFG004840,VF0002,Staphylococcus aureus subsp. aureus MW2,<beta>-hemolysin,Exotoxin,VF0002
VFG004903(gb|WP_000769141),VF0990,Staphylococcus aureus subsp. aureus MW2,SSLs,Exotoxin,set26
VFG004906(gb|WP_000778477),VF0990,Staphylococcus aureus subsp. aureus MW2,SSLs,Exotoxin,set25
VFG004909(gb|WP_000673059),VF0990,Staphylococcus aureus subsp. aureus MW2,SSLs,Exotoxin,set24
VFG004912(gb|WP_000673035),VF0990,Staphylococcus aureus subsp. aureus MW2,SSLs,Exotoxin,set23
VFG004915(gb|WP_000769837),VF0990,Staphylococcus aureus subsp. aureus MW2,SSLs,Exotoxin,set22
